"BillID","Major","MajorProb","Minor","MinorProb","Private"
"113-hr-1412",16,0.51,1608,0.68,0
"113-hr-1413",21,0.21,2103,0.38,0
"113-hr-1414",4,0.42,402,0.73,0
"113-hr-1415",17,0.23,1798,0.43,0
"113-hr-1416",3,0.53,398,0.29,0
"113-hr-1417",16,0.27,1615,0.9,0
"113-hr-1418",13,0.22,1303,0.57,0
"113-hr-1419",5,0.23,502,0.47,0
"113-hr-142",12,0.43,1209,0.41,0
"113-hr-1420",18,0.26,1803,0.42,0
"113-hr-1421",15,0.16,1525,0.37,0
"113-hr-1422",15,0.18,1501,0.36,0
"113-hr-1423",15,0.19,1525,0.31,0
"113-hr-1424",15,0.2,1525,0.31,0
"113-hr-1425",7,0.26,709,0.68,0
"113-hr-1426",8,0.49,803,0.96,0
"113-hr-1427",15,0.36,1504,0.34,0
"113-hr-1428",3,0.78,321,0.3,0
"113-hr-1429",3,0.22,398,0.72,0
"113-hr-143",15,0.2,1525,0.38,0
"113-hr-1430",15,0.32,1525,0.37,0
"113-hr-1431",5,0.35,503,0.46,0
"113-hr-1432",7,0.31,705,0.53,0
"113-hr-1433",6,1,601,1,0
"113-hr-1434",21,0.9,2103,0.81,0
"113-hr-1435",16,0.64,1608,0.71,0
"113-hr-1436",5,0.23,502,0.54,0
"113-hr-1437",6,0.24,601,0.8,0
"113-hr-1438",16,0.39,1608,0.73,0
"113-hr-1439",21,0.9,2103,0.84,0
"113-hr-144",12,0.47,1204,0.88,0
"113-hr-1440",15,0.22,1525,0.24,0
"113-hr-1441",15,0.18,1502,0.36,0
"113-hr-1442",12,0.2,1201,0.57,0
"113-hr-1443",3,0.33,398,0.8,0
"113-hr-1444",15,0.13,1525,0.29,0
"113-hr-1445",15,0.39,1523,0.86,0
"113-hr-1446",17,0.22,1701,0.6,0
"113-hr-1447",20,0.15,2002,0.49,0
"113-hr-1448",15,0.2,1525,0.31,0
"113-hr-1449",14,0.71,1400,0.39,0
"113-hr-145",21,0.14,2103,0.26,0
"113-hr-1450",15,0.24,1501,0.39,0
"113-hr-1451",20,1,2008,1,0
"113-hr-1452",16,0.47,1608,0.79,0
"113-hr-1453",6,0.5,601,0.81,0
"113-hr-1454",4,0.77,402,0.82,0
"113-hr-1455",15,0.27,1501,0.35,0
"113-hr-1456",12,0.33,1207,0.4,0
"113-hr-1457",15,0.21,1525,0.32,0
"113-hr-1458",20,1,2008,1,0
"113-hr-1459",21,0.52,2101,0.8,0
"113-hr-146",3,0.21,398,0.78,0
"113-hr-1460",21,0.93,2104,0.97,0
"113-hr-1461",8,0.61,806,0.73,0
"113-hr-1462",15,0.22,1501,0.28,0
"113-hr-1463",16,0.72,1608,0.69,0
"113-hr-1464",3,0.59,333,0.65,0
"113-hr-1465",15,0.2,1525,0.31,0
"113-hr-1466",13,0.38,1303,0.53,0
"113-hr-1467",20,0.55,2004,0.41,0
"113-hr-1468",10,0.23,1007,0.44,0
"113-hr-1469",8,0.17,806,0.45,0
"113-hr-147",1,0.61,107,0.87,0
"113-hr-1470",6,0.73,602,0.85,0
"113-hr-1471",21,0.67,2101,0.92,0
"113-hr-1472",20,0.22,2001,0.54,0
"113-hr-1473",3,0.51,301,0.39,0
"113-hr-1474",12,0.76,1209,0.62,0
"113-hr-1475",1,0.84,105,0.87,0
"113-hr-1476",12,0.2,1208,0.68,0
"113-hr-1477",6,0.97,602,0.32,0
"113-hr-1478",20,0.65,2004,0.75,0
"113-hr-1479",1,0.94,107,1,0
"113-hr-148",20,0.2,2002,0.5,0
"113-hr-1480",15,0.22,1501,0.36,0
"113-hr-1481",16,0.68,1600,0.53,0
"113-hr-1482",8,0.47,806,0.69,0
"113-hr-1483",15,0.35,1501,0.78,0
"113-hr-1484",3,0.64,302,0.3,0
"113-hr-1485",15,0.89,1523,0.95,0
"113-hr-1486",1,0.56,107,0.86,0
"113-hr-1487",3,0.92,301,0.56,0
"113-hr-1488",16,0.3,1608,0.75,0
"113-hr-1489",10,0.29,1002,0.92,0
"113-hr-149",1,0.26,105,0.77,0
"113-hr-1490",16,0.48,1608,0.77,0
"113-hr-1491",7,0.37,711,0.55,0
"113-hr-1492",16,0.66,1608,0.91,0
"113-hr-1493",20,0.21,2002,0.73,0
"113-hr-1494",21,0.49,2104,0.78,0
"113-hr-1495",21,0.9,2103,0.81,0
"113-hr-1496",4,0.33,403,0.58,0
"113-hr-1497",21,0.26,2101,0.8,0
"113-hr-1498",6,0.47,601,0.98,0
"113-hr-1499",15,0.24,1504,0.31,0
"113-hr-15",9,0.71,900,1,0
"113-hr-150",20,0.64,2004,0.29,0
"113-hr-1500",6,0.83,601,0.5,0
"113-hr-1501",21,0.34,2101,0.7,0
"113-hr-1502",13,0.65,1304,0.5,0
"113-hr-1503",15,0.2,1525,0.31,0
"113-hr-1504",15,0.26,1525,0.37,0
"113-hr-1505",12,0.33,1201,0.3,0
"113-hr-1506",8,0.19,801,0.73,0
"113-hr-1507",3,0.7,302,0.39,0
"113-hr-1508",3,0.67,398,0.8,0
"113-hr-1509",6,0.94,602,0.63,0
"113-hr-151",20,0.66,2004,0.55,0
"113-hr-1510",15,0.13,1525,0.29,0
"113-hr-1511",21,0.83,2103,0.86,0
"113-hr-1512",21,0.91,2103,0.81,0
"113-hr-1513",21,0.99,2101,0.86,0
"113-hr-1514",15,0.2,1525,0.31,0
"113-hr-1515",3,0.7,301,0.27,0
"113-hr-1516",10,0.23,1007,0.91,0
"113-hr-1517",3,0.58,302,0.56,0
"113-hr-1518",15,0.2,1525,0.31,0
"113-hr-1519",99,1,9900,1,1
"113-hr-152",99,0.65,9900,1,0
"113-hr-1520",15,0.19,1501,0.32,0
"113-hr-1521",16,0.51,1608,0.76,0
"113-hr-1522",1,0.3,108,0.4,0
"113-hr-1523",12,0.2,1203,0.33,0
"113-hr-1524",8,0.74,806,0.31,0
"113-hr-1525",9,0.84,900,1,0
"113-hr-1526",21,0.58,2103,0.84,0
"113-hr-1527",6,0.71,601,0.98,0
"113-hr-1528",15,0.19,1525,0.3,0
"113-hr-1529",6,0.68,601,0.71,0
"113-hr-153",16,0.57,1608,0.7,0
"113-hr-1530",6,0.16,601,0.52,0
"113-hr-1531",3,0.54,398,0.31,0
"113-hr-1532",15,0.2,1525,0.31,0
"113-hr-1533",8,0.63,800,0.33,0
"113-hr-1534",16,0.28,1615,0.74,0
"113-hr-1535",15,0.2,1525,0.31,0
"113-hr-1536",4,0.73,402,0.63,0
"113-hr-1537",20,0.73,2013,0.76,0
"113-hr-1538",21,0.4,2101,0.82,0
"113-hr-1539",10,0.42,1005,0.62,0
"113-hr-154",16,0.89,1608,0.59,0
"113-hr-1540",21,0.58,2104,0.78,0
"113-hr-1541",20,0.15,2002,0.29,0
"113-hr-1542",16,0.5,1603,0.64,0
"113-hr-1543",15,0.2,1525,0.32,0
"113-hr-1544",21,0.42,2101,0.6,0
"113-hr-1545",21,0.54,2105,0.85,0
"113-hr-1546",6,0.57,602,0.86,0
"113-hr-1547",15,0.18,1525,0.3,0
"113-hr-1548",8,0.59,800,0.55,0
"113-hr-1549",13,0.25,1303,0.63,0
"113-hr-155",15,0.33,1525,0.37,0
"113-hr-1550",15,0.17,1525,0.31,0
"113-hr-1551",15,0.87,1525,0.66,0
"113-hr-1552",3,0.78,302,0.3,0
"113-hr-1553",15,0.68,1501,0.85,0
"113-hr-1554",1,0.59,107,0.86,0
"113-hr-1555",1,0.47,107,0.83,0
"113-hr-1556",19,0.38,1921,0.55,0
"113-hr-1557",20,0.2,2002,0.52,0
"113-hr-1558",15,0.7,1521,0.9,0
"113-hr-1559",3,0.93,325,0.33,0
"113-hr-156",18,0.93,1802,0.87,0
"113-hr-1560",15,0.18,1525,0.29,0
"113-hr-1561",21,0.86,2101,0.93,0
"113-hr-1562",99,0.34,9900,1,0
"113-hr-1563",6,0.43,602,0.44,0
"113-hr-1564",5,0.21,502,0.42,0
"113-hr-1565",2,0.32,208,0.37,0
"113-hr-1566",15,0.85,1504,0.43,0
"113-hr-1567",15,0.27,1525,0.36,0
"113-hr-1568",1,0.6,107,0.86,0
"113-hr-1569",15,0.25,1525,0.36,0
"113-hr-157",21,0.56,2104,0.87,0
"113-hr-1570",12,0.32,1207,0.2,0
"113-hr-1571",20,0.28,2002,0.58,0
"113-hr-1572",15,0.19,1525,0.3,0
"113-hr-1573",19,0.46,1921,0.41,0
"113-hr-1574",21,0.7,2101,0.92,0
"113-hr-1575",20,0.18,2002,0.49,0
"113-hr-1576",6,0.24,601,0.49,0
"113-hr-1577",18,0.52,1807,0.88,0
"113-hr-1578",3,0.87,302,0.51,0
"113-hr-1579",15,0.19,1525,0.31,0
"113-hr-158",21,0.45,2104,0.78,0
"113-hr-1580",19,0.49,1921,0.88,0
"113-hr-1581",16,0.59,1611,0.61,0
"113-hr-1582",8,0.43,800,0.43,0
"113-hr-1583",15,0.32,1502,0.56,0
"113-hr-1584",16,0.24,1615,0.79,0
"113-hr-1585",15,0.2,1525,0.31,0
"113-hr-1586",20,0.45,2011,0.32,0
"113-hr-1587",8,0.88,807,0.33,0
"113-hr-1588",3,0.81,335,0.29,0
"113-hr-1589",15,0.61,1505,0.39,0
"113-hr-159",21,0.89,2104,0.74,0
"113-hr-1590",15,0.27,1523,0.36,0
"113-hr-1591",3,0.51,398,0.74,0
"113-hr-1592",20,0.57,2008,0.84,0
"113-hr-1593",12,0.44,1208,0.31,0
"113-hr-1594",20,0.93,2002,0.58,0
"113-hr-1595",6,0.4,601,0.9,0
"113-hr-1596",21,0.54,2103,0.6,0
"113-hr-1597",1,0.4,107,0.83,0
"113-hr-1598",16,0.54,1608,0.75,0
"113-hr-1599",21,0.7,2102,0.88,0
"113-hr-160",13,0.23,1304,0.63,0
"113-hr-1600",21,0.47,2102,0.71,0
"113-hr-1601",15,0.21,1502,0.53,0
"113-hr-1602",21,0.53,2102,0.92,0
"113-hr-1603",15,0.44,1501,0.71,0
"113-hr-1604",15,0.16,1525,0.37,0
"113-hr-1605",2,0.32,208,0.37,0
"113-hr-1606",15,0.21,1525,0.27,0
"113-hr-1607",15,0.39,1523,0.71,0
"113-hr-1608",3,0.35,335,0.34,0
"113-hr-1609",6,0.81,601,0.73,0
"113-hr-161",3,0.66,301,0.26,0
"113-hr-1610",4,0.35,402,0.75,0
"113-hr-1611",4,0.49,402,0.6,0
"113-hr-1612",21,0.71,2103,0.87,0
"113-hr-1613",8,0.21,803,0.95,0
"113-hr-1614",20,0.44,2012,0.72,0
"113-hr-1615",3,0.84,333,0.66,0
"113-hr-1616",8,0.9,807,0.61,0
"113-hr-1617",13,0.23,1303,0.56,0
"113-hr-1618",5,0.49,503,0.97,0
"113-hr-1619",15,0.25,1502,0.17,0
"113-hr-162",3,0.34,302,0.26,0
"113-hr-1620",16,0.7,1608,0.7,0
"113-hr-1621",13,0.22,1303,0.62,0
"113-hr-1622",15,0.31,1525,0.29,0
"113-hr-1623",2,0.22,208,0.87,0
"113-hr-1624",12,0.81,1211,0.48,0
"113-hr-1625",1,0.16,105,0.66,0
"113-hr-1626",15,0.2,1525,0.31,0
"113-hr-1627",15,0.22,1502,0.27,0
"113-hr-1628",5,0.44,503,0.85,0
"113-hr-1629",6,0.73,602,0.85,0
"113-hr-163",7,0.4,709,0.85,0
"113-hr-1630",21,0.34,2103,0.66,0
"113-hr-1631",6,0.64,601,0.6,0
"113-hr-1632",14,0.29,1405,0.51,0
"113-hr-1633",21,0.81,2103,0.92,0
"113-hr-1634",3,0.57,321,0.3,0
"113-hr-1635",21,0.3,2101,0.38,0
"113-hr-1636",20,0.72,2012,0.75,0
"113-hr-1637",5,0.45,505,0.44,0
"113-hr-1638",20,0.29,2013,0.37,0
"113-hr-1639",14,0.25,1405,0.57,0
"113-hr-164",16,1,1609,0.55,0
"113-hr-1640",15,0.2,1525,0.32,0
"113-hr-1641",2,0.32,206,0.6,0
"113-hr-1642",15,0.28,1502,0.54,0
"113-hr-1643",99,0.25,9900,1,0
"113-hr-1644",4,0.48,402,0.89,0
"113-hr-1645",5,0.26,501,0.49,0
"113-hr-1646",15,0.91,1501,0.46,0
"113-hr-1647",6,0.17,601,0.45,0
"113-hr-1648",5,0.44,503,0.44,0
"113-hr-1649",8,0.72,803,0.99,0
"113-hr-165",21,0.44,2101,0.8,0
"113-hr-1650",8,0.73,801,0.64,0
"113-hr-1651",21,0.46,2104,0.45,0
"113-hr-1652",6,0.67,601,0.74,0
"113-hr-1653",20,0.56,2006,0.84,0
"113-hr-1654",1,0.51,105,0.85,0
"113-hr-1655",16,0.55,1608,0.62,0
"113-hr-1656",21,0.55,2105,0.86,0
"113-hr-1657",13,0.84,1301,0.89,0
"113-hr-1658",21,0.75,2102,0.98,0
"113-hr-1659",8,0.82,807,0.69,0
"113-hr-166",18,0.61,1802,0.65,0
"113-hr-1660",20,0.39,2002,0.54,0
"113-hr-1661",6,0.66,601,0.48,0
"113-hr-1662",15,0.19,1501,0.38,0
"113-hr-1663",20,0.18,2002,0.47,0
"113-hr-1664",3,0.24,331,0.4,0
"113-hr-1665",12,0.39,1210,0.19,0
"113-hr-1666",3,0.84,301,0.35,0
"113-hr-1667",4,0.2,408,0.73,0
"113-hr-1668",15,0.5,1523,0.79,0
"113-hr-1669",14,0.48,1406,0.7,0
"113-hr-167",20,0.95,2004,0.96,0
"113-hr-1670",5,0.3,503,0.38,0
"113-hr-1671",20,1,2008,1,0
"113-hr-1672",21,0.21,2103,0.42,0
"113-hr-1673",16,0.2,1615,0.47,0
"113-hr-1674",15,0.2,1525,0.31,0
"113-hr-1675",3,0.2,321,0.25,0
"113-hr-1676",21,0.66,2101,0.81,0
"113-hr-1677",21,0.92,2101,0.94,0
"113-hr-1678",13,0.29,1303,0.65,0
"113-hr-1679",21,0.5,2105,0.65,0
"113-hr-168",15,0.94,1521,0.83,0
"113-hr-1680",15,0.2,1525,0.31,0
"113-hr-1681",20,0.33,2012,0.32,0
"113-hr-1682",2,0.3,200,0.38,0
"113-hr-1683",21,0.36,2103,0.67,0
"113-hr-1684",7,0.26,709,0.46,0
"113-hr-1685",17,0.2,1709,0.58,0
"113-hr-1686",15,0.17,1525,0.32,0
"113-hr-1687",15,0.2,1525,0.31,0
"113-hr-1688",15,0.19,1525,0.26,0
"113-hr-1689",20,0.61,2004,0.57,0
"113-hr-169",5,0.76,504,0.68,0
"113-hr-1690",12,0.7,1207,0.7,0
"113-hr-1691",15,0.2,1525,0.28,0
"113-hr-1692",19,0.21,1921,0.45,0
"113-hr-1693",15,0.68,1501,0.81,0
"113-hr-1694",12,0.18,1204,0.2,0
"113-hr-1695",12,0.26,1201,0.36,0
"113-hr-1696",15,0.2,1525,0.27,0
"113-hr-1697",15,0.22,1501,0.27,0
"113-hr-1698",3,0.44,302,0.66,0
"113-hr-1699",4,0.35,403,0.57,0
"113-hr-170",5,0.99,501,0.97,0
"113-hr-1700",15,0.46,1523,0.81,0
"113-hr-1701",15,0.19,1525,0.22,0
"113-hr-1702",10,0.42,1002,0.31,0
"113-hr-1703",3,0.39,301,0.23,0
"113-hr-1704",15,0.19,1525,0.26,0
"113-hr-1705",16,0.63,1608,0.66,0
"113-hr-1706",15,0.75,1504,0.87,0
"113-hr-1707",20,0.99,2008,1,0
"113-hr-1708",3,0.31,301,0.26,0
"113-hr-1709",6,0.4,601,0.5,0
"113-hr-171",3,0.8,325,0.34,0
"113-hr-1710",15,0.43,1502,0.61,0
"113-hr-1711",8,0.15,803,0.29,0
"113-hr-1712",14,0.46,1400,0.44,0
"113-hr-1713",3,0.51,302,0.51,0
"113-hr-1714",20,0.18,2002,0.52,0
"113-hr-1715",20,0.15,2011,0.36,0
"113-hr-1716",6,0.92,601,0.85,0
"113-hr-1717",3,0.65,302,0.32,0
"113-hr-1718",20,0.62,2003,0.73,0
"113-hr-1719",15,0.2,1525,0.31,0
"113-hr-172",3,0.23,302,0.59,0
"113-hr-1720",6,0.55,602,0.86,0
"113-hr-1721",15,0.26,1504,0.47,0
"113-hr-1722",1,0.16,105,0.66,0
"113-hr-1723",15,0.33,1525,0.36,0
"113-hr-1724",3,0.22,398,0.85,0
"113-hr-1725",3,0.76,333,0.64,0
"113-hr-1726",20,0.99,2006,1,0
"113-hr-1727",15,0.17,1525,0.28,0
"113-hr-1728",12,0.5,1209,0.46,0
"113-hr-1729",20,0.18,2002,0.62,0
"113-hr-173",3,0.37,302,0.48,0
"113-hr-1730",3,0.25,331,0.39,0
"113-hr-1731",15,0.28,1525,0.73,0
"113-hr-1732",12,0.51,1207,0.57,0
"113-hr-1733",3,0.79,325,0.45,0
"113-hr-1734",12,0.22,1207,0.21,0
"113-hr-1735",15,0.2,1525,0.31,0
"113-hr-1736",6,0.78,602,0.69,0
"113-hr-1737",15,0.24,1501,0.35,0
"113-hr-1738",1,0.35,107,0.77,0
"113-hr-1739",16,0.49,1608,0.73,0
"113-hr-174",13,0.66,1303,0.92,0
"113-hr-1740",3,0.5,321,0.23,0
"113-hr-1741",2,0.33,208,0.86,0
"113-hr-1742",14,0.61,1407,0.41,0
"113-hr-1743",8,0.44,803,0.97,0
"113-hr-1744",7,0.76,709,0.81,0
"113-hr-1745",10,0.93,1003,0.97,0
"113-hr-1746",5,0.41,503,0.48,0
"113-hr-1747",5,0.59,502,0.84,0
"113-hr-1748",2,0.35,206,0.69,0
"113-hr-1749",15,0.19,1525,0.29,0
"113-hr-175",5,0.47,503,0.71,0
"113-hr-1750",99,0.36,9900,1,0
"113-hr-1751",13,0.58,1308,0.86,0
"113-hr-1752",15,0.2,1525,0.28,0
"113-hr-1753",15,0.39,1523,0.86,0
"113-hr-1754",13,0.26,1303,0.65,0
"113-hr-1755",20,0.43,2002,0.66,0
"113-hr-1756",15,0.18,1525,0.27,0
"113-hr-1757",10,0.26,1002,0.91,0
"113-hr-1758",3,0.26,331,0.3,0
"113-hr-1759",16,0.79,1609,0.66,0
"113-hr-176",15,0.18,1501,0.37,0
"113-hr-1760",9,0.72,900,1,0
"113-hr-1761",15,0.2,1525,0.31,0
"113-hr-1762",1,0.6,105,0.9,0
"113-hr-1763",6,0.52,602,0.71,0
"113-hr-1764",12,0.39,1209,0.37,0
"113-hr-1765",15,0.23,1525,0.26,0
"113-hr-1766",7,0.33,705,0.5,0
"113-hr-1767",3,0.37,321,0.26,0
"113-hr-1768",20,0.27,2002,0.77,0
"113-hr-1769",15,0.32,1523,0.74,0
"113-hr-177",1,0.61,107,0.87,0
"113-hr-1770",16,0.88,1608,0.73,0
"113-hr-1771",19,0.46,1921,0.89,0
"113-hr-1772",5,0.6,502,0.69,0
"113-hr-1773",15,0.2,1525,0.31,0
"113-hr-1774",16,0.42,1608,0.52,0
"113-hr-1775",10,0.39,1003,0.52,0
"113-hr-1776",21,0.5,2101,0.64,0
"113-hr-1777",18,0.23,1803,0.4,0
"113-hr-1778",12,0.38,1201,0.55,0
"113-hr-1779",14,0.71,1406,0.49,0
"113-hr-178",20,0.5,2011,0.57,0
"113-hr-1780",20,0.51,2004,0.89,0
"113-hr-1781",16,0.31,1608,0.34,0
"113-hr-1782",8,0.88,800,0.39,0
"113-hr-1783",6,0.56,602,0.84,0
"113-hr-1784",10,0.26,1003,0.52,0
"113-hr-1785",21,0.91,2101,0.93,0
"113-hr-1786",21,0.45,2101,0.62,0
"113-hr-1787",3,0.39,322,0.61,0
"113-hr-1788",7,0.23,709,0.6,0
"113-hr-1789",15,0.51,1505,0.62,0
"113-hr-179",6,0.63,601,0.72,0
"113-hr-1790",3,0.76,301,0.26,0
"113-hr-1791",3,0.53,321,0.27,0
"113-hr-1792",3,0.43,331,0.46,0
"113-hr-1793",15,0.21,1525,0.28,0
"113-hr-1794",4,0.33,403,0.6,0
"113-hr-1795",13,0.63,1303,0.97,0
"113-hr-1796",15,0.2,1525,0.31,0
"113-hr-1797",12,0.41,1207,0.52,0
"113-hr-1798",15,0.73,1505,0.56,0
"113-hr-1799",21,0.44,2101,0.59,0
"113-hr-180",21,0.53,2101,0.82,0
"113-hr-1800",15,0.97,1521,0.78,0
"113-hr-1801",3,0.7,321,0.28,0
"113-hr-1802",6,0.41,602,0.45,0
"113-hr-1803",20,0.22,2002,0.42,0
"113-hr-1804",19,0.43,1901,0.3,0
"113-hr-1805",16,0.49,1608,0.74,0
"113-hr-1806",1,0.45,107,0.86,0
"113-hr-1807",8,0.87,807,0.66,0
"113-hr-1808",21,0.46,2103,0.46,0
"113-hr-1809",16,0.98,1608,0.51,0
"113-hr-181",20,1,2008,1,0
"113-hr-1810",7,0.85,701,0.57,0
"113-hr-1811",7,0.89,711,0.61,0
"113-hr-1812",15,0.18,1525,0.3,0
"113-hr-1813",20,1,2008,0.99,0
"113-hr-1814",15,0.2,1525,0.31,0
"113-hr-1815",12,0.23,1201,0.2,0
"113-hr-1816",6,0.57,601,0.5,0
"113-hr-1817",13,0.27,1303,0.65,0
"113-hr-1818",7,0.76,709,0.82,0
"113-hr-1819",7,0.76,709,0.76,0
"113-hr-182",15,0.18,1525,0.29,0
"113-hr-1820",15,0.2,1525,0.31,0
"113-hr-1821",20,0.17,2002,0.51,0
"113-hr-1822",21,0.51,2103,0.6,0
"113-hr-1823",15,0.2,1525,0.31,0
"113-hr-1824",20,0.32,2002,0.65,0
"113-hr-1825",21,0.41,2101,0.58,0
"113-hr-1826",21,0.24,2101,0.52,0
"113-hr-1827",3,0.79,333,0.55,0
"113-hr-1828",15,0.32,1525,0.4,0
"113-hr-1829",5,0.19,502,0.41,0
"113-hr-183",16,0.5,1608,0.66,0
"113-hr-1830",3,0.38,398,0.38,0
"113-hr-1831",12,0.17,1204,0.33,0
"113-hr-1832",20,0.26,2002,0.35,0
"113-hr-1833",12,0.59,1206,0.49,0
"113-hr-1834",20,0.24,2002,0.51,0
"113-hr-1835",19,0.34,1921,0.56,0
"113-hr-1836",21,0.49,2102,0.72,0
"113-hr-1837",7,0.6,701,0.54,0
"113-hr-1838",3,0.48,302,0.29,0
"113-hr-1839",12,0.22,1207,0.21,0
"113-hr-184",20,0.18,2002,0.51,0
"113-hr-1840",5,0.29,503,0.8,0
"113-hr-1841",3,0.91,301,0.48,0
"113-hr-1842",16,0.59,1608,0.7,0
"113-hr-1843",2,0.46,208,0.34,0
"113-hr-1844",15,0.33,1525,0.37,0
"113-hr-1845",6,0.87,601,0.53,0
"113-hr-1846",21,0.87,2101,0.94,0
"113-hr-1847",17,0.75,1706,0.44,0
"113-hr-1848",15,0.44,1521,0.41,0
"113-hr-1849",20,0.21,2006,0.7,0
"113-hr-185",20,1,2008,1,0
"113-hr-1850",1,0.3,107,0.86,0
"113-hr-1851",13,0.17,1303,0.34,0
"113-hr-1852",2,0.46,208,0.99,0
"113-hr-1853",3,0.71,302,0.42,0
"113-hr-1854",6,0.69,601,0.56,0
"113-hr-1855",16,0.89,1609,0.57,0
"113-hr-1856",7,0.35,705,0.45,0
"113-hr-1857",3,0.21,325,0.45,0
"113-hr-1858",20,0.51,2011,0.64,0
"113-hr-1859",15,0.5,1523,0.78,0
"113-hr-186",20,0.99,2012,1,0
"113-hr-1860",12,0.55,1210,0.68,0
"113-hr-1861",15,0.19,1501,0.38,0
"113-hr-1862",15,0.55,1501,0.72,0
"113-hr-1863",21,0.72,2104,0.84,0
"113-hr-1864",16,0.42,1608,0.86,0
"113-hr-1865",20,0.98,2008,1,0
"113-hr-1866",7,0.49,709,0.77,0
"113-hr-1867",15,0.18,1525,0.29,0
"113-hr-1868",1,0.6,105,0.85,0
"113-hr-1869",1,0.59,105,0.86,0
"113-hr-187",7,0.89,711,0.54,0
"113-hr-1870",20,0.27,2011,0.46,0
"113-hr-1871",15,0.22,1501,0.28,0
"113-hr-1872",1,0.57,105,0.88,0
"113-hr-1873",6,0.26,601,0.45,0
"113-hr-1874",1,0.61,105,0.86,0
"113-hr-1875",6,0.34,602,0.51,0
"113-hr-1876",13,0.24,1303,0.56,0
"113-hr-1877",7,0.46,701,0.56,0
"113-hr-1878",12,0.13,1201,0.3,0
"113-hr-1879",20,0.37,2002,0.67,0
"113-hr-188",7,0.74,709,0.82,0
"113-hr-1880",2,0.38,208,0.59,0
"113-hr-1881",8,0.87,806,0.25,0
"113-hr-1882",12,0.24,1207,0.21,0
"113-hr-1883",12,0.5,1209,0.45,0
"113-hr-1884",20,0.29,2004,0.64,0
"113-hr-1885",16,0.37,1608,0.73,0
"113-hr-1886",15,0.32,1524,0.4,0
"113-hr-1887",7,0.56,701,0.71,0
"113-hr-1888",21,0.45,2101,0.8,0
"113-hr-1889",16,0.63,1608,0.87,0
"113-hr-189",15,0.61,1504,0.51,0
"113-hr-1890",4,0.49,402,0.63,0
"113-hr-1891",19,0.29,1921,0.82,0
"113-hr-1892",17,0.21,1709,0.47,0
"113-hr-1893",6,0.66,601,0.5,0
"113-hr-1894",4,0.58,402,0.49,0
"113-hr-1895",21,0.69,2103,0.73,0
"113-hr-1896",12,0.4,1208,0.61,0
"113-hr-1897",2,0.26,208,0.48,0
"113-hr-1898",16,0.79,1608,0.97,0
"113-hr-1899",13,0.25,1303,0.64,0
"113-hr-190",20,0.17,2002,0.5,0
"113-hr-1900",8,0.73,803,0.97,0
"113-hr-1901",15,0.16,1501,0.25,0
"113-hr-1902",3,0.39,398,0.34,0
"113-hr-1903",5,0.38,501,0.62,0
"113-hr-1904",16,0.74,1608,0.5,0
"113-hr-1905",20,0.55,2006,0.81,0
"113-hr-1906",10,0.45,1002,0.54,0
"113-hr-1907",3,0.71,301,0.3,0
"113-hr-1908",15,0.33,1502,0.46,0
"113-hr-1909",18,0.39,1803,0.44,0
"113-hr-191",15,0.25,1501,0.38,0
"113-hr-1910",19,0.39,1901,0.31,0
"113-hr-1911",6,0.67,601,0.74,0
"113-hr-1912",3,0.86,301,0.51,0
"113-hr-1913",2,0.24,208,0.92,0
"113-hr-1914",12,0.36,1210,0.2,0
"113-hr-1915",15,0.2,1525,0.31,0
"113-hr-1916",18,0.48,1807,0.48,0
"113-hr-1917",19,0.37,1921,0.93,0
"113-hr-1918",99,0.29,9900,1,0
"113-hr-1919",3,0.28,321,0.44,0
"113-hr-192",18,0.76,1802,0.65,0
"113-hr-1920",99,0.35,9900,1,0
"113-hr-1921",3,0.16,331,0.38,0
"113-hr-1922",15,0.2,1525,0.31,0
"113-hr-1923",9,0.92,900,1,0
"113-hr-1924",6,0.83,601,0.56,0
"113-hr-1925",12,0.37,1208,0.43,0
"113-hr-1926",18,0.72,1802,0.6,0
"113-hr-1927",21,0.37,2104,0.72,0
"113-hr-1928",6,0.99,601,0.98,0
"113-hr-1929",6,0.75,601,0.47,0
"113-hr-193",15,0.18,1525,0.26,0
"113-hr-1930",3,0.58,321,0.57,0
"113-hr-1931",15,0.18,1501,0.39,0
"113-hr-1932",4,0.29,402,0.8,0
"113-hr-1933",15,0.2,1525,0.32,0
"113-hr-1934",21,0.92,2101,0.93,0
"113-hr-1935",99,0.93,9900,1,1
"113-hr-1936",7,0.17,709,0.68,0
"113-hr-1937",6,0.56,601,0.74,0
"113-hr-1938",3,0.7,336,0.57,0
"113-hr-1939",15,0.23,1525,0.21,0
"113-hr-194",20,0.59,2011,0.31,0
"113-hr-1940",6,0.38,602,0.54,0
"113-hr-1941",15,0.15,1525,0.22,0
"113-hr-1942",15,0.16,1525,0.29,0
"113-hr-1943",15,0.2,1525,0.31,0
"113-hr-1944",2,0.53,200,0.76,0
"113-hr-1945",16,0.24,1615,0.68,0
"113-hr-1946",6,0.7,601,0.95,0
"113-hr-1947",20,0.34,2002,0.66,0
"113-hr-1948",7,0.55,701,0.52,0
"113-hr-1949",6,0.96,601,0.77,0
"113-hr-195",19,0.38,1921,0.37,0
"113-hr-1950",12,0.21,1207,0.2,0
"113-hr-1951",12,0.54,1207,0.62,0
"113-hr-1952",15,0.2,1525,0.33,0
