"BillID","Major","MajorProb","Minor","MinorProb","Private"
"116-s-2302",10,0.9,1002,0.93,0
"116-s-2303",19,0.87,1921,0.72,0
"116-s-2304",3,1,331,0.52,0
"116-s-2305",3,0.84,332,0.25,0
"116-s-2306",15,0.94,1502,0.96,0
"116-s-2307",6,0.58,602,0.82,0
"116-s-2308",3,0.89,398,0.99,0
"116-s-2309",19,0.49,1921,0.38,0
"116-s-231",19,0.32,1921,0.59,0
"116-s-2310",10,0.76,1002,0.5,0
"116-s-2311",16,0.89,1608,0.67,0
"116-s-2312",5,0.48,503,0.9,0
"116-s-2313",12,0.93,1204,1,0
"116-s-2314",13,0.21,1303,0.52,0
"116-s-2315",12,0.66,1210,0.72,0
"116-s-2316",16,0.49,1603,0.57,0
"116-s-2317",3,0.52,334,0.26,0
"116-s-2318",16,0.81,1615,0.95,0
"116-s-2319",10,0.49,1007,0.88,0
"116-s-232",20,0.5,2012,0.4,0
"116-s-2320",19,0.3,1900,0.23,0
"116-s-2321",20,0.54,2006,0.83,0
"116-s-2322",4,0.31,405,0.66,0
"116-s-2323",19,0.74,1921,0.25,0
"116-s-2324",16,0.57,1608,0.66,0
"116-s-2325",7,0.75,705,0.81,0
"116-s-2326",3,0.89,323,0.32,0
"116-s-2327",6,0.77,601,0.98,0
"116-s-2328",3,0.48,322,0.27,0
"116-s-2329",21,0.96,2101,0.62,0
"116-s-233",7,0.97,701,0.81,0
"116-s-2330",20,0.22,2002,0.29,0
"116-s-2331",13,0.58,1301,0.79,0
"116-s-2332",8,0.75,802,0.7,0
"116-s-2333",8,0.93,800,0.53,0
"116-s-2334",8,0.61,800,0.31,0
"116-s-2335",15,0.21,1525,0.45,0
"116-s-2336",16,0.47,1608,0.67,0
"116-s-2337",4,0.52,403,0.59,0
"116-s-2338",8,0.31,801,0.49,0
"116-s-2339",6,0.9,601,0.89,0
"116-s-234",6,0.97,601,1,0
"116-s-2340",21,1,2101,0.95,0
"116-s-2341",10,0.72,1003,0.76,0
"116-s-2342",18,0.24,1800,0.35,0
"116-s-2343",7,0.97,709,0.99,0
"116-s-2344",15,0.32,1504,0.49,0
"116-s-2345",6,0.77,601,0.91,0
"116-s-2346",15,0.42,1523,0.86,0
"116-s-2347",6,0.74,601,0.98,0
"116-s-2348",20,0.28,2002,0.43,0
"116-s-2349",15,0.65,1525,0.28,0
"116-s-235",6,0.89,601,0.41,0
"116-s-2350",18,0.43,1807,0.67,0
"116-s-2351",19,0.39,1925,0.57,0
"116-s-2352",5,0.56,503,0.91,0
"116-s-2353",15,0.2,1525,0.31,0
"116-s-2354",3,0.27,398,0.76,0
"116-s-2355",2,0.71,201,0.56,0
"116-s-2356",21,0.35,2104,0.76,0
"116-s-2357",19,0.32,1926,0.41,0
"116-s-2358",13,0.68,1301,0.74,0
"116-s-2359",13,0.8,1301,0.82,0
"116-s-236",20,0.35,2002,0.58,0
"116-s-2360",15,0.46,1521,0.72,0
"116-s-2361",15,1,1521,0.88,0
"116-s-2362",18,0.58,1807,0.41,0
"116-s-2363",17,0.68,1707,0.37,0
"116-s-2364",16,0.2,1615,0.44,0
"116-s-2365",3,0.69,302,0.58,0
"116-s-2366",3,0.48,302,0.62,0
"116-s-2367",6,0.58,602,0.41,0
"116-s-2368",8,0.87,806,0.45,0
"116-s-2369",16,0.45,1608,0.8,0
"116-s-237",3,0.96,323,0.34,0
"116-s-2370",5,0.87,503,1,0
"116-s-2371",16,0.84,1608,0.53,0
"116-s-2372",16,0.25,1608,0.47,0
"116-s-2373",3,0.98,301,0.26,0
"116-s-2374",7,0.98,709,0.99,0
"116-s-2375",14,0.48,1405,0.46,0
"116-s-2376",12,0.97,1209,0.64,0
"116-s-2377",3,0.62,301,0.31,0
"116-s-2378",1,0.45,105,0.84,0
"116-s-2379",3,0.77,324,0.4,0
"116-s-238",15,0.2,1525,0.28,0
"116-s-2380",8,0.87,802,0.36,0
"116-s-2381",10,0.49,1003,0.63,0
"116-s-2382",8,0.84,807,0.82,0
"116-s-2383",15,0.95,1521,0.8,0
"116-s-2384",3,0.46,398,0.82,0
"116-s-2385",17,0.2,1706,0.69,0
"116-s-2386",19,0.81,1921,0.83,0
"116-s-2387",3,0.81,321,0.5,0
"116-s-2388",1,0.77,107,0.95,0
"116-s-2389",12,0.58,1207,0.34,0
"116-s-239",20,0.99,2006,0.99,0
"116-s-2390",12,0.67,1210,0.72,0
"116-s-2391",15,0.87,1502,0.94,0
"116-s-2392",16,0.5,1608,0.94,0
"116-s-2393",8,0.81,800,0.32,0
"116-s-2394",20,0.57,2011,0.53,0
"116-s-2395",6,0.97,601,0.79,0
"116-s-2396",19,0.32,1921,0.6,0
"116-s-2397",12,0.57,1204,0.67,0
"116-s-2398",20,0.88,2012,0.94,0
"116-s-2399",8,0.84,806,0.37,0
"116-s-24",20,0.83,2004,0.74,0
"116-s-240",20,0.46,2009,0.58,0
"116-s-2400",3,0.52,398,0.83,0
"116-s-2401",10,0.61,1000,0.33,0
"116-s-2402",10,0.86,1005,0.55,0
"116-s-2403",10,0.57,1010,0.27,0
"116-s-2404",5,0.49,502,0.86,0
"116-s-2405",6,0.87,601,1,0
"116-s-2406",3,0.97,325,0.78,0
"116-s-2407",16,0.54,1608,0.55,0
"116-s-2408",3,0.99,331,0.28,0
"116-s-2409",18,0.74,1802,0.62,0
"116-s-241",21,0.2,2101,0.34,0
"116-s-2410",7,0.98,701,0.56,0
"116-s-2411",3,0.8,325,0.17,0
"116-s-2412",3,1,323,0.54,0
"116-s-2413",18,0.4,1807,0.56,0
"116-s-2414",3,0.85,302,0.91,0
"116-s-2415",8,0.75,806,0.37,0
"116-s-2416",13,0.13,1301,0.46,0
"116-s-2417",12,0.53,1204,0.73,0
"116-s-2418",7,0.39,701,0.66,0
"116-s-2419",21,0.97,2103,0.98,0
"116-s-242",21,0.87,2103,0.77,0
"116-s-2420",9,0.92,900,1,0
"116-s-2421",15,0.97,1523,0.91,0
"116-s-2422",8,0.95,802,0.55,0
"116-s-2423",5,0.72,503,0.95,0
"116-s-2424",3,0.79,331,0.49,0
"116-s-2425",15,0.18,1525,0.27,0
"116-s-2426",21,0.27,2101,0.37,0
"116-s-2427",20,0.43,2006,0.47,0
"116-s-2428",3,0.91,302,0.52,0
"116-s-2429",7,0.39,709,0.6,0
"116-s-243",21,0.95,2103,0.9,0
"116-s-2430",20,0.34,2002,0.38,0
"116-s-2431",17,0.5,1707,0.59,0
"116-s-2432",20,0.2,2001,0.36,0
"116-s-2433",17,0.81,1707,0.75,0
"116-s-2434",12,0.84,1210,0.52,0
"116-s-2435",1,0.64,105,0.82,0
"116-s-2436",21,0.95,2101,0.98,0
"116-s-2437",12,0.45,1208,0.97,0
"116-s-2438",3,0.34,331,0.45,0
"116-s-2439",5,0.39,503,0.32,0
"116-s-244",21,0.91,2103,0.96,0
"116-s-2440",3,0.56,302,0.86,0
"116-s-2441",3,0.82,302,0.91,0
"116-s-2442",15,0.63,1521,0.93,0
"116-s-2443",3,0.93,325,0.38,0
"116-s-2444",20,0.23,2002,0.69,0
"116-s-2445",5,0.48,503,0.9,0
"116-s-2446",3,0.82,302,0.46,0
"116-s-2447",8,0.75,806,0.42,0
"116-s-2448",16,0.65,1603,0.5,0
"116-s-2449",12,0.81,1209,0.41,0
"116-s-245",16,0.77,1603,0.89,0
"116-s-2450",9,0.64,900,1,0
"116-s-2451",3,0.46,324,0.39,0
"116-s-2452",4,0.38,402,0.62,0
"116-s-2453",7,0.37,709,0.67,0
"116-s-2454",17,0.77,1707,0.81,0
"116-s-2455",23,0.24,2300,1,0
"116-s-2456",7,0.44,711,0.59,0
"116-s-2457",5,0.62,502,0.82,0
"116-s-2458",3,0.39,398,0.97,0
"116-s-2459",16,0.68,1608,0.81,0
"116-s-246",19,0.5,1921,0.56,0
"116-s-2460",21,0.61,2104,0.74,0
"116-s-2461",21,0.8,2103,0.68,0
"116-s-2462",8,0.72,806,0.47,0
"116-s-2463",1,0.54,107,1,0
"116-s-2464",12,0.62,1204,0.82,0
"116-s-2465",12,0.23,1201,0.37,0
"116-s-2466",21,0.3,2104,0.69,0
"116-s-2467",10,0.34,1002,0.32,0
"116-s-2468",5,0.65,502,0.61,0
"116-s-2469",12,0.38,1210,0.62,0
"116-s-247",21,0.98,2103,0.78,0
"116-s-2470",20,0.57,2000,1,0
"116-s-2471",6,0.53,601,0.91,0
"116-s-2472",15,0.15,1525,0.29,0
"116-s-2473",1,0.21,107,0.48,0
"116-s-2474",16,0.76,1600,0.99,0
"116-s-2475",16,0.62,1608,0.93,0
"116-s-2476",15,0.22,1523,0.86,0
"116-s-2477",3,0.48,398,0.33,0
"116-s-2478",9,0.96,900,1,0
"116-s-2479",3,0.66,321,0.92,0
"116-s-248",21,0.73,2103,0.84,0
"116-s-2480",10,0.32,1002,0.31,0
"116-s-2481",3,0.83,398,0.92,0
"116-s-2482",13,0.22,1303,0.7,0
"116-s-2483",3,0.21,331,0.4,0
"116-s-2484",16,0.52,1608,0.73,0
"116-s-2485",15,0.29,1524,0.34,0
"116-s-2486",14,0.75,1400,0.5,0
"116-s-2487",16,0.62,1608,0.39,0
"116-s-2488",18,0.8,1802,0.66,0
"116-s-2489",16,0.42,1608,0.68,0
"116-s-249",3,0.39,398,0.22,0
"116-s-2490",12,0.28,1208,0.63,0
"116-s-2491",7,0.72,709,0.94,0
"116-s-2492",3,0.57,325,0.38,0
"116-s-2493",16,0.47,1603,0.8,0
"116-s-2494",15,0.24,1524,0.36,0
"116-s-2495",5,0.44,503,0.83,0
"116-s-2496",13,0.57,1304,0.59,0
"116-s-2497",1,0.49,107,1,0
"116-s-2498",6,0.97,601,0.98,0
"116-s-2499",6,0.45,602,0.81,0
"116-s-25",16,0.2,1615,0.6,0
"116-s-250",2,0.84,202,0.94,0
"116-s-2500",3,0.98,325,0.65,0
"116-s-2501",13,0.89,1301,0.96,0
"116-s-2502",20,0.5,2002,0.41,0
"116-s-2503",19,0.8,1925,0.86,0
"116-s-2504",16,0.76,1608,0.8,0
"116-s-2505",20,0.53,2002,0.65,0
"116-s-2506",3,0.29,398,0.3,0
"116-s-2507",9,0.86,900,1,0
"116-s-2508",8,0.79,800,0.31,0
"116-s-2509",18,0.41,1807,0.83,0
"116-s-251",12,0.6,1207,0.52,0
"116-s-2510",1,0.45,107,0.94,0
"116-s-2511",12,0.36,1204,0.66,0
"116-s-2512",2,0.48,202,0.63,0
"116-s-2513",15,0.16,1525,0.3,0
"116-s-2514",1,0.25,107,0.74,0
"116-s-2515",3,0.66,321,0.75,0
"116-s-2516",15,0.84,1504,0.68,0
"116-s-2517",3,0.58,341,0.85,0
"116-s-2518",10,0.48,1002,0.29,0
"116-s-2519",3,0.64,301,0.24,0
"116-s-252",21,0.24,2104,0.42,0
"116-s-2520",20,0.89,2000,1,0
"116-s-2521",3,0.52,302,0.23,0
"116-s-2522",4,0.88,400,0.96,0
"116-s-2523",6,0.83,601,1,0
"116-s-2524",20,0.99,2000,1,0
"116-s-2525",17,0.33,1798,0.34,0
"116-s-2526",21,0.55,2103,0.8,0
"116-s-2527",8,0.84,803,0.75,0
"116-s-2528",16,0.43,1603,0.7,0
"116-s-2529",15,0.77,1502,0.65,0
"116-s-253",8,0.55,807,0.65,0
"116-s-2530",16,0.46,1615,0.92,0
"116-s-2531",12,0.82,1201,0.75,0
"116-s-2532",15,0.53,1525,0.76,0
"116-s-2533",21,0.73,2102,0.91,0
"116-s-2534",21,0.73,2102,0.91,0
"116-s-2535",15,0.26,1500,0.21,0
"116-s-2536",20,0.47,2008,0.49,0
"116-s-2537",20,0.48,2011,0.54,0
"116-s-2538",3,0.7,302,0.29,0
"116-s-2539",12,0.19,1204,0.22,0
"116-s-254",16,0.42,1615,0.85,0
"116-s-2540",18,0.29,1804,0.72,0
"116-s-2541",21,0.83,2102,0.91,0
"116-s-2542",8,0.96,806,0.92,0
"116-s-2543",3,0.97,335,0.71,0
"116-s-2544",15,0.46,1523,0.91,0
"116-s-2545",17,0.45,1707,0.41,0
"116-s-2546",3,0.65,302,0.76,0
"116-s-2547",15,0.21,1525,0.29,0
"116-s-2548",6,1,602,0.99,0
"116-s-2549",15,0.72,1521,0.91,0
"116-s-255",13,0.32,1304,0.35,0
"116-s-2550",3,0.37,341,0.56,0
"116-s-2551",6,0.18,601,0.65,0
"116-s-2552",3,0.75,323,0.5,0
"116-s-2553",6,0.39,601,0.86,0
"116-s-2554",3,0.49,398,0.48,0
"116-s-2555",21,0.97,2101,0.91,0
"116-s-2556",12,0.22,1207,0.21,0
"116-s-2557",6,0.91,601,0.94,0
"116-s-2558",21,0.74,2102,0.41,0
"116-s-2559",6,0.25,601,0.95,0
"116-s-256",21,0.75,2102,0.93,0
"116-s-2560",1,0.55,105,0.89,0
"116-s-2561",7,0.93,709,1,0
"116-s-2562",7,0.45,709,0.94,0
"116-s-2563",12,0.54,1210,0.25,0
"116-s-2564",16,0.47,1608,0.74,0
"116-s-2565",19,0.19,1921,0.4,0
"116-s-2566",12,0.54,1210,0.8,0
"116-s-2567",14,0.74,1406,0.8,0
"116-s-2568",4,0.39,402,0.94,0
"116-s-2569",3,0.66,325,0.36,0
"116-s-257",21,0.53,2102,0.85,0
"116-s-2570",20,0.93,2006,0.96,0
"116-s-2571",8,0.28,806,0.55,0
"116-s-2572",15,0.7,1504,0.81,0
"116-s-2573",12,0.67,1203,0.87,0
"116-s-2574",3,0.78,302,0.34,0
"116-s-2575",15,0.66,1523,0.64,0
"116-s-2576",1,0.99,105,0.98,0
"116-s-2577",15,0.51,1504,0.45,0
"116-s-2578",6,0.97,607,0.89,0
"116-s-2579",6,0.58,601,0.58,0
"116-s-258",12,0.22,1207,0.21,0
"116-s-2580",21,0.44,2100,0.89,0
"116-s-2581",20,0.95,2000,1,0
"116-s-2582",16,0.91,1600,0.82,0
"116-s-2583",19,0.58,1900,0.96,0
"116-s-2584",20,0.92,2000,1,0
"116-s-2585",3,0.94,331,0.43,0
"116-s-2586",3,0.97,301,0.52,0
"116-s-2587",12,0.49,1208,0.57,0
"116-s-2588",8,0.98,806,0.72,0
"116-s-2589",1,0.3,107,0.91,0
"116-s-259",19,0.62,1921,0.43,0
"116-s-2590",15,0.3,1525,0.51,0
"116-s-2591",21,0.75,2103,0.41,0
"116-s-2592",19,0.53,1921,0.3,0
"116-s-2593",1,0.92,105,0.87,0
"116-s-2594",16,0.5,1608,0.77,0
"116-s-2595",8,0.89,807,0.79,0
"116-s-2596",7,0.72,701,0.95,0
"116-s-2597",17,0.54,1708,0.81,0
"116-s-2598",15,0.17,1523,0.28,0
"116-s-2599",3,0.31,333,0.33,0
"116-s-26",2,0.58,206,0.98,0
"116-s-260",15,0.35,1521,0.35,0
"116-s-2600",3,0.68,332,0.47,0
"116-s-2601",21,0.48,2101,0.75,0
"116-s-2602",7,0.77,705,0.98,0
"116-s-2603",9,0.96,900,1,0
"116-s-2604",10,0.59,1002,0.64,0
"116-s-2605",10,0.46,1002,0.45,0
"116-s-2606",10,0.54,1002,0.77,0
"116-s-2607",21,0.25,2102,0.34,0
"116-s-2608",6,0.87,601,0.89,0
"116-s-2609",13,0.76,1301,0.94,0
"116-s-261",7,0.71,701,0.55,0
"116-s-2610",21,0.41,2102,0.76,0
"116-s-2611",10,0.94,1002,0.79,0
"116-s-2612",99,1,9900,1,0
"116-s-2613",14,0.31,1409,0.63,0
"116-s-2614",15,0.36,1525,0.47,0
"116-s-2615",21,0.46,2101,0.73,0
"116-s-2616",21,0.93,2102,0.95,0
"116-s-2617",17,0.64,1701,0.66,0
"116-s-2618",20,0.96,2004,0.67,0
"116-s-2619",7,0.23,709,0.58,0
"116-s-262",20,0.86,2004,0.83,0
"116-s-2620",6,0.53,601,0.8,0
"116-s-2621",15,0.72,1505,0.77,0
"116-s-2622",20,0.8,2012,0.84,0
"116-s-2623",16,0.33,1608,0.7,0
"116-s-2624",16,0.74,1605,0.35,0
"116-s-2625",9,0.9,900,1,0
"116-s-2626",3,0.8,302,0.52,0
"116-s-2627",12,0.5,1204,0.28,0
"116-s-2628",3,0.84,302,0.5,0
"116-s-2629",3,0.72,331,0.31,0
"116-s-263",21,0.53,2103,0.52,0
"116-s-2630",5,0.8,505,0.75,0
"116-s-2631",15,0.78,1504,0.61,0
"116-s-2632",20,0.68,2012,0.61,0
"116-s-2633",3,1,323,0.36,0
"116-s-2634",1,0.43,107,0.94,0
"116-s-2635",15,0.2,1525,0.31,0
"116-s-2636",7,0.82,701,0.62,0
"116-s-2637",15,0.39,1525,0.38,0
"116-s-2638",10,0.52,1003,0.82,0
"116-s-2639",20,0.54,2012,0.64,0
"116-s-264",21,0.62,2103,0.72,0
"116-s-2640",6,0.94,601,0.98,0
"116-s-2641",16,0.28,1615,0.56,0
"116-s-2642",8,0.54,803,0.84,0
"116-s-2643",20,0.99,2006,1,0
"116-s-2644",19,0.89,1921,0.93,0
"116-s-2645",21,0.25,2101,0.53,0
"116-s-2646",21,1,2101,1,0
"116-s-2647",20,0.69,2004,0.71,0
"116-s-2648",3,0.99,301,0.27,0
"116-s-2649",15,0.62,1501,0.99,0
"116-s-265",12,0.28,1208,0.4,0
"116-s-2650",3,1,335,1,0
"116-s-2651",16,0.88,1608,0.75,0
"116-s-2652",10,0.4,1003,0.34,0
"116-s-2653",20,0.24,2008,0.34,0
"116-s-2654",20,0.32,2002,0.35,0
"116-s-2655",6,0.86,601,0.92,0
"116-s-2656",21,0.25,2101,0.75,0
"116-s-2657",15,0.15,1525,0.31,0
"116-s-2658",17,0.42,1706,0.65,0
"116-s-2659",5,0.41,503,0.59,0
"116-s-266",6,0.67,602,0.8,0
"116-s-2660",8,0.87,806,0.5,0
"116-s-2661",21,0.6,2101,0.91,0
"116-s-2662",7,0.89,705,0.89,0
"116-s-2663",15,0.38,1521,0.42,0
"116-s-2664",8,0.17,807,0.34,0
"116-s-2665",20,0.69,2004,0.36,0
"116-s-2666",8,0.86,806,0.94,0
"116-s-2667",6,0.95,601,0.99,0
"116-s-2668",8,0.87,806,0.53,0
"116-s-2669",20,0.8,2012,0.88,0
"116-s-267",15,0.31,1501,0.78,0
"116-s-2670",6,0.7,601,0.47,0
"116-s-2671",12,0.5,1208,0.39,0
"116-s-2672",20,0.38,2004,0.38,0
"116-s-2673",16,0.63,1608,0.88,0
"116-s-2674",7,0.78,701,0.94,0
"116-s-2675",3,0.88,398,0.31,0
"116-s-2676",5,0.51,502,0.74,0
"116-s-2677",13,0.58,1303,0.85,0
"116-s-2678",10,0.32,1003,0.7,0
"116-s-2679",16,0.36,1608,0.56,0
"116-s-268",7,0.38,709,0.96,0
"116-s-2680",19,0.9,1927,0.38,0
"116-s-2681",6,0.89,602,0.34,0
"116-s-2682",21,0.28,2103,0.42,0
"116-s-2683",3,0.3,301,0.45,0
"116-s-2684",10,0.42,1000,0.47,0
"116-s-2685",15,0.89,1504,0.6,0
"116-s-2686",15,0.2,1525,0.43,0
"116-s-2687",7,0.73,701,0.92,0
"116-s-2688",17,0.25,1709,0.39,0
"116-s-2689",19,0.31,1921,0.74,0
"116-s-269",13,0.87,1303,0.99,0
"116-s-2690",3,0.41,333,0.56,0
"116-s-2691",9,0.53,900,1,0
"116-s-2692",13,0.67,1301,0.96,0
"116-s-2693",17,0.76,1707,0.58,0
"116-s-2694",12,0.31,1201,0.84,0
"116-s-2695",21,0.53,2101,0.8,0
"116-s-2696",21,0.42,2102,0.83,0
"116-s-2697",1,0.47,107,0.96,0
"116-s-2698",3,0.51,302,0.23,0
"116-s-2699",7,0.48,711,0.47,0
"116-s-27",5,0.4,503,0.55,0
"116-s-270",2,0.84,202,0.74,0
"116-s-2700",10,0.77,1002,0.7,0
"116-s-2701",12,0.95,1203,0.96,0
"116-s-2702",8,0.87,800,0.41,0
"116-s-2703",16,0.2,1615,0.26,0
"116-s-2704",4,0.44,402,0.69,0
"116-s-2705",16,0.23,1608,0.66,0
"116-s-2706",8,0.74,802,0.44,0
"116-s-2707",16,0.69,1615,0.27,0
"116-s-2708",12,0.37,1201,0.72,0
"116-s-2709",5,0.92,504,0.97,0
"116-s-271",16,0.6,1615,0.63,0
"116-s-2710",16,0.4,1608,0.58,0
"116-s-2711",6,0.99,601,0.99,0
"116-s-2712",20,1,2008,0.99,0
"116-s-2713",1,0.57,107,1,0
"116-s-2714",7,0.29,709,0.58,0
"116-s-2715",19,0.65,1905,0.6,0
"116-s-2716",21,0.45,2102,0.69,0
"116-s-2717",15,0.94,1521,0.93,0
"116-s-2718",21,0.51,2104,0.57,0
"116-s-2719",6,1,601,0.59,0
"116-s-272",19,0.43,1921,0.81,0
"116-s-2720",12,0.94,1201,0.44,0
"116-s-2721",3,0.68,301,0.59,0
"116-s-2722",20,0.63,2002,0.61,0
"116-s-2723",3,1,321,0.99,0
"116-s-2724",15,0.22,1502,0.23,0
"116-s-2725",21,0.51,2102,0.85,0
"116-s-2726",20,0.44,2012,0.78,0
"116-s-2727",16,0.5,1605,0.48,0
"116-s-2728",16,0.69,1615,0.71,0
"116-s-2729",15,0.64,1521,0.66,0
"116-s-273",17,0.53,1706,0.81,0
"116-s-2730",20,0.28,2002,0.67,0
"116-s-2731",16,0.46,1615,0.33,0
"116-s-2732",4,0.54,402,0.27,0
"116-s-2733",20,0.53,2007,0.55,0
"116-s-2734",20,0.21,2002,0.53,0
"116-s-2735",12,0.15,1206,0.38,0
"116-s-2736",6,0.79,601,0.68,0
"116-s-2737",15,0.2,1525,0.31,0
"116-s-2738",6,0.14,601,0.62,0
"116-s-2739",9,0.85,900,1,0
"116-s-274",2,0.61,207,0.91,0
"116-s-2740",10,0.34,1002,0.74,0
"116-s-2741",3,0.81,301,0.28,0
"116-s-2742",20,0.37,2002,0.65,0
"116-s-2743",15,0.4,1525,0.35,0
"116-s-2744",15,0.2,1525,0.29,0
"116-s-2745",2,0.61,208,0.71,0
"116-s-2746",12,0.3,1201,0.47,0
"116-s-2747",3,0.73,325,0.26,0
"116-s-2748",15,0.2,1525,0.31,0
"116-s-2749",15,0.2,1525,0.31,0
"116-s-275",1,0.69,107,0.98,0
"116-s-2750",21,0.21,2103,0.41,0
"116-s-2751",3,0.58,321,0.38,0
"116-s-2752",6,0.79,602,0.82,0
"116-s-2753",15,0.21,1502,0.53,0
"116-s-2754",13,0.27,1303,0.63,0
"116-s-2755",19,0.25,1921,0.75,0
"116-s-2756",15,0.19,1525,0.31,0
"116-s-2757",15,0.93,1521,0.96,0
"116-s-2758",21,0.5,2104,0.78,0
"116-s-2759",20,0.94,2003,0.61,0
"116-s-276",1,0.37,107,0.94,0
"116-s-2760",3,0.69,302,0.33,0
"116-s-2761",15,0.2,1525,0.31,0
"116-s-2762",15,0.32,1525,0.35,0
"116-s-2763",15,0.2,1525,0.28,0
"116-s-2764",20,0.5,2002,0.6,0
"116-s-2765",1,0.54,105,0.88,0
"116-s-2766",15,0.2,1525,0.38,0
"116-s-2767",7,0.95,701,0.85,0
"116-s-2768",15,0.2,1525,0.37,0
"116-s-2769",20,0.56,2002,0.35,0
"116-s-277",20,1,2006,1,0
"116-s-2770",2,0.28,208,0.41,0
"116-s-2771",15,0.83,1525,0.48,0
"116-s-2772",3,0.92,333,0.57,0
"116-s-2773",2,0.28,208,0.88,0
"116-s-2774",16,0.41,1608,0.62,0
"116-s-2775",15,0.2,1525,0.31,0
"116-s-2776",15,0.22,1525,0.3,0
"116-s-2777",13,0.16,1303,0.35,0
"116-s-2778",9,0.8,900,1,0
"116-s-2779",6,0.73,602,0.85,0
"116-s-278",20,0.59,2002,0.43,0
"116-s-2780",17,0.37,1701,0.38,0
"116-s-2781",19,0.35,1921,0.82,0
"116-s-2782",17,0.63,1708,0.89,0
"116-s-2783",15,0.13,1523,0.33,0
"116-s-2784",6,0.77,602,0.76,0
"116-s-2785",3,0.9,301,0.52,0
"116-s-2786",20,0.45,2002,0.55,0
"116-s-2787",15,0.17,1501,0.26,0
"116-s-2788",13,0.28,1303,0.65,0
"116-s-2789",17,0.4,1707,0.64,0
"116-s-279",3,0.39,302,0.54,0
"116-s-2790",15,0.17,1501,0.25,0
"116-s-2791",12,0.21,1207,0.2,0
"116-s-2792",15,0.25,1525,0.28,0
"116-s-2793",3,0.84,301,0.62,0
"116-s-2794",15,0.25,1504,0.47,0
"116-s-2795",3,0.63,322,0.37,0
"116-s-2796",15,0.54,1523,0.79,0
"116-s-2797",16,0.73,1608,0.74,0
"116-s-2798",12,0.17,1207,0.2,0
"116-s-2799",15,0.2,1525,0.31,0
"116-s-28",16,0.71,1600,0.29,0
"116-s-280",21,0.68,2101,0.88,0
"116-s-2800",17,0.67,1701,0.87,0
"116-s-2801",19,0.3,1921,0.82,0
"116-s-2802",7,0.47,709,0.72,0
"116-s-2803",14,0.73,1400,0.39,0
"116-s-2804",7,0.51,709,0.73,0
"116-s-2805",15,0.18,1525,0.32,0
"116-s-2806",16,0.5,1608,0.83,0
"116-s-2807",3,0.73,301,0.35,0
"116-s-2808",21,1,2102,1,0
"116-s-2809",15,0.2,1525,0.31,0
"116-s-281",20,0.53,2011,0.28,0
"116-s-2810",16,0.53,1608,0.82,0
"116-s-2811",6,0.39,601,0.73,0
"116-s-2812",3,0.79,302,0.36,0
"116-s-2813",15,0.16,1525,0.29,0
"116-s-2814",15,0.28,1522,0.43,0
"116-s-2815",20,0.41,2006,0.76,0
"116-s-2816",17,0.2,1709,0.56,0
"116-s-2817",15,0.2,1525,0.3,0
"116-s-2818",15,0.2,1525,0.31,0
"116-s-2819",15,0.53,1504,0.6,0
"116-s-282",4,0.58,408,0.72,0
"116-s-2820",15,0.2,1525,0.31,0
"116-s-2821",16,0.5,1608,0.69,0
"116-s-2822",16,0.36,1608,0.66,0
"116-s-2823",21,0.45,2101,0.8,0
"116-s-2824",6,0.65,601,0.73,0
"116-s-2825",3,0.29,302,0.43,0
"116-s-2826",1,0.18,100,0.42,0
"116-s-2827",15,0.2,1525,0.29,0
"116-s-2828",14,0.2,1401,0.57,0
"116-s-2829",3,0.21,321,0.26,0
"116-s-283",3,0.69,302,0.48,0
"116-s-2830",15,0.2,1525,0.36,0
"116-s-2831",12,0.18,1201,0.31,0
"116-s-2832",19,0.28,1925,0.54,0
"116-s-2833",15,0.66,1504,0.49,0
"116-s-2834",15,0.44,1521,0.51,0
"116-s-2835",14,0.56,1406,0.35,0
"116-s-2836",3,0.5,321,0.23,0
"116-s-2837",15,0.2,1525,0.31,0
"116-s-2838",12,0.28,1207,0.24,0
"116-s-2839",15,0.46,1501,0.6,0
"116-s-284",1,0.54,105,0.99,0
"116-s-2840",16,0.46,1615,0.33,0
"116-s-2841",15,0.19,1525,0.26,0
"116-s-2842",3,0.69,301,0.33,0
"116-s-2843",12,0.87,1208,0.77,0
"116-s-2844",20,0.37,2002,0.6,0
"116-s-2845",3,0.22,302,0.26,0
"116-s-2846",3,0.65,301,0.65,0
"116-s-2847",20,1,2008,1,0
"116-s-2848",15,0.2,1525,0.31,0
"116-s-2849",1,0.52,107,0.83,0
"116-s-285",9,0.98,900,1,0
"116-s-2850",12,0.23,1204,0.25,0
"116-s-2851",20,0.6,2004,0.72,0
"116-s-2852",15,0.93,1521,0.94,0
"116-s-2853",15,0.93,1521,0.95,0
"116-s-2854",15,0.2,1525,0.31,0
"116-s-2855",3,0.29,301,0.25,0
"116-s-2856",8,0.5,803,0.83,0
"116-s-2857",6,0.48,601,0.72,0
"116-s-2858",5,0.53,502,0.76,0
"116-s-2859",3,0.19,321,0.28,0
"116-s-286",3,1,333,0.95,0
"116-s-2860",3,0.9,301,0.55,0
"116-s-2861",6,0.18,602,0.6,0
"116-s-2862",15,0.2,1525,0.31,0
"116-s-2863",9,0.29,900,1,0
"116-s-2864",16,0.54,1608,0.73,0
"116-s-2865",3,0.69,302,0.34,0
